identifier1	identifier2	judgment	comment	annotator
1970-2015_gress_222	1929-1965_gress_388	4.0	comment	alexandra_w
1970-2015_gress_222	1970-2015_gress_2	4.0	comment	HelleBol
1970-2015_gress_222	1970-2015_gress_19	4.0	comment	alexandra_w
1970-2015_gress_222	1929-1965_gress_399	4.0	comment	HelleBol
1970-2015_gress_222	1929-1965_gress_141	4.0	comment	alexandra_w
1970-2015_gress_222	1970-2015_gress_98	0.0	comment	alexandra_w
1970-2015_gress_222	1929-1965_gress_388	4.0	comment	HelleBol
1970-2015_gress_222	1929-1965_gress_342	4.0	comment	HelleBol
1970-2015_gress_222	1929-1965_gress_225	4.0	comment	alexandra_w
1970-2015_gress_222	1970-2015_gress_171	4.0	comment	alexandra_w
1970-2015_gress_222	1929-1965_gress_415	4.0	comment	alexandra_w
1970-2015_gress_222	1929-1965_gress_128	4.0	comment	titare
1970-2015_gress_222	1970-2015_gress_171	4.0	comment	titare
1970-2015_gress_222	1970-2015_gress_182	4.0	comment	titare
1970-2015_gress_222	1970-2015_gress_171	4.0	comment	HelleBol
1929-1965_gress_225	1970-2015_gress_29	4.0	comment	HelleBol
1929-1965_gress_225	1970-2015_gress_20	0.0	comment	alexandra_w
1929-1965_gress_225	1970-2015_gress_164	4.0	comment	alexandra_w
1929-1965_gress_225	1970-2015_gress_2	4.0	comment	titare
1929-1965_gress_225	1929-1965_gress_342	4.0	comment	alexandra_w
1929-1965_gress_225	1929-1965_gress_243	4.0	comment	HelleBol
1929-1965_gress_225	1970-2015_gress_182	0.0	comment	titare
1929-1965_gress_225	1970-2015_gress_19	4.0	comment	HelleBol
1970-2015_gress_164	1929-1965_gress_342	4.0	comment	alexandra_w
1970-2015_gress_164	1929-1965_gress_388	4.0	comment	HelleBol
1970-2015_gress_164	1970-2015_gress_171	4.0	comment	HelleBol
1970-2015_gress_164	1929-1965_gress_141	4.0	comment	titare
1970-2015_gress_164	1970-2015_gress_20	4.0	comment	HelleBol
1970-2015_gress_164	1929-1965_gress_51	4.0	comment	alexandra_w
1970-2015_gress_164	1970-2015_gress_8	4.0	comment	alexandra_w
1970-2015_gress_164	1970-2015_gress_20	4.0	comment	alexandra_w
1970-2015_gress_164	1970-2015_gress_222	4.0	comment	titare
1970-2015_gress_164	1929-1965_gress_388	4.0	comment	alexandra_w
1970-2015_gress_164	1929-1965_gress_141	4.0	comment	HelleBol
1970-2015_gress_164	1929-1965_gress_415	4.0	comment	HelleBol
1970-2015_gress_164	1970-2015_gress_8	4.0	comment	HelleBol
1970-2015_gress_164	1970-2015_gress_19	4.0	comment	HelleBol
1970-2015_gress_164	1970-2015_gress_19	4.0	comment	alexandra_w
1970-2015_gress_164	1929-1965_gress_243	3.0	comment	alexandra_w
1970-2015_gress_171	1970-2015_gress_8	4.0	comment	titare
1970-2015_gress_171	1929-1965_gress_243	4.0	comment	titare
1970-2015_gress_171	1970-2015_gress_29	4.0	comment	HelleBol
1970-2015_gress_171	1929-1965_gress_128	4.0	comment	titare
1970-2015_gress_171	1929-1965_gress_342	4.0	comment	titare
1970-2015_gress_171	1929-1965_gress_388	4.0	comment	titare
1970-2015_gress_171	1929-1965_gress_342	4.0	comment	alexandra_w
1970-2015_gress_171	1970-2015_gress_164	4.0	comment	titare
1970-2015_gress_171	1970-2015_gress_29	4.0	comment	alexandra_w
1970-2015_gress_171	1970-2015_gress_2	4.0	comment	titare
1970-2015_gress_171	1929-1965_gress_378	4.0	comment	HelleBol
1970-2015_gress_171	1929-1965_gress_141	4.0	comment	alexandra_w
1929-1965_gress_415	1970-2015_gress_182	4.0	comment	alexandra_w
1929-1965_gress_415	1970-2015_gress_222	4.0	comment	titare
1929-1965_gress_415	1970-2015_gress_29	4.0	comment	titare
1929-1965_gress_415	1929-1965_gress_51	1.0	comment	titare
1929-1965_gress_415	1929-1965_gress_378	4.0	comment	HelleBol
1929-1965_gress_415	1970-2015_gress_8	4.0	comment	alexandra_w
1929-1965_gress_415	1929-1965_gress_243	4.0	comment	alexandra_w
1929-1965_gress_415	1970-2015_gress_20	4.0	comment	titare
1929-1965_gress_415	1970-2015_gress_20	4.0	comment	HelleBol
1929-1965_gress_415	1970-2015_gress_182	4.0	comment	HelleBol
1929-1965_gress_415	1929-1965_gress_243	4.0	comment	HelleBol
1929-1965_gress_415	1929-1965_gress_399	4.0	comment	HelleBol
1929-1965_gress_342	1970-2015_gress_164	4.0	comment	titare
1929-1965_gress_342	1970-2015_gress_20	4.0	comment	HelleBol
1929-1965_gress_342	1929-1965_gress_128	4.0	comment	HelleBol
1929-1965_gress_342	1929-1965_gress_378	4.0	comment	titare
1929-1965_gress_342	1929-1965_gress_399	4.0	comment	titare
1929-1965_gress_342	1929-1965_gress_51	1.0	comment	titare
1929-1965_gress_342	1970-2015_gress_19	4.0	comment	alexandra_w
1929-1965_gress_342	1970-2015_gress_29	4.0	comment	titare
1970-2015_gress_172	1929-1965_gress_243	4.0	comment	alexandra_w
1970-2015_gress_172	1929-1965_gress_51	4.0	comment	alexandra_w
1970-2015_gress_172	1970-2015_gress_164	4.0	comment	titare
1970-2015_gress_172	1929-1965_gress_128	4.0	comment	titare
1970-2015_gress_172	1929-1965_gress_342	3.0	comment	alexandra_w
1970-2015_gress_172	1970-2015_gress_164	4.0	comment	alexandra_w
1970-2015_gress_172	1970-2015_gress_182	4.0	comment	alexandra_w
1970-2015_gress_172	1929-1965_gress_378	4.0	comment	alexandra_w
1970-2015_gress_172	1929-1965_gress_128	4.0	comment	alexandra_w
1970-2015_gress_172	1970-2015_gress_98	4.0	comment	HelleBol
1970-2015_gress_172	1970-2015_gress_2	4.0	comment	alexandra_w
1970-2015_gress_172	1970-2015_gress_182	4.0	comment	HelleBol
1970-2015_gress_172	1929-1965_gress_342	4.0	comment	titare
1970-2015_gress_172	1929-1965_gress_388	4.0	comment	alexandra_w
1970-2015_gress_172	1929-1965_gress_438	4.0	comment	alexandra_w
1970-2015_gress_172	1929-1965_gress_225	4.0	comment	HelleBol
1970-2015_gress_172	1970-2015_gress_29	0.0	comment	alexandra_w
1970-2015_gress_182	1970-2015_gress_171	4.0	comment	HelleBol
1970-2015_gress_182	1929-1965_gress_399	4.0	comment	alexandra_w
1970-2015_gress_182	1929-1965_gress_378	0.0	comment	alexandra_w
1970-2015_gress_182	1970-2015_gress_164	4.0	comment	HelleBol
1970-2015_gress_182	1970-2015_gress_171	0.0	comment	alexandra_w
1970-2015_gress_182	1929-1965_gress_342	0.0	comment	titare
1970-2015_gress_182	1929-1965_gress_51	4.0	comment	HelleBol
1970-2015_gress_182	1970-2015_gress_29	4.0	comment	alexandra_w
1970-2015_gress_182	1929-1965_gress_388	4.0	comment	titare
1970-2015_gress_182	1970-2015_gress_164	4.0	comment	alexandra_w
1970-2015_gress_182	1929-1965_gress_128	4.0	comment	alexandra_w
1970-2015_gress_182	1929-1965_gress_415	0.0	comment	titare
1929-1965_gress_378	1970-2015_gress_172	4.0	comment	HelleBol
1929-1965_gress_378	1929-1965_gress_128	4.0	comment	HelleBol
1929-1965_gress_378	1929-1965_gress_128	4.0	comment	titare
1929-1965_gress_378	1929-1965_gress_243	4.0	comment	HelleBol
1929-1965_gress_378	1970-2015_gress_164	4.0	comment	HelleBol
1929-1965_gress_378	1970-2015_gress_19	4.0	comment	titare
1929-1965_gress_378	1970-2015_gress_164	4.0	comment	titare
1929-1965_gress_378	1929-1965_gress_399	4.0	comment	alexandra_w
1929-1965_gress_378	1929-1965_gress_438	4.0	comment	alexandra_w
1929-1965_gress_378	1970-2015_gress_2	4.0	comment	titare
1929-1965_gress_378	1970-2015_gress_20	0.0	comment	alexandra_w
1929-1965_gress_378	1970-2015_gress_29	4.0	comment	alexandra_w
1929-1965_gress_378	1970-2015_gress_20	4.0	comment	titare
1970-2015_gress_29	1970-2015_gress_8	4.0	comment	titare
1970-2015_gress_29	1929-1965_gress_141	4.0	comment	alexandra_w
1970-2015_gress_29	1929-1965_gress_243	4.0	comment	alexandra_w
1970-2015_gress_29	1970-2015_gress_2	4.0	comment	alexandra_w
1970-2015_gress_29	1970-2015_gress_8	4.0	comment	HelleBol
1970-2015_gress_29	1970-2015_gress_8	4.0	comment	alexandra_w
1970-2015_gress_29	1970-2015_gress_222	4.0	comment	HelleBol
1970-2015_gress_29	1929-1965_gress_378	4.0	comment	titare
1970-2015_gress_29	1970-2015_gress_20	4.0	comment	titare
1970-2015_gress_29	1929-1965_gress_378	4.0	comment	HelleBol
1970-2015_gress_29	1970-2015_gress_171	4.0	comment	titare
1970-2015_gress_29	1970-2015_gress_98	4.0	comment	titare
1970-2015_gress_29	1929-1965_gress_128	4.0	comment	HelleBol
1970-2015_gress_29	1929-1965_gress_438	4.0	comment	alexandra_w
1970-2015_gress_29	1929-1965_gress_225	4.0	comment	alexandra_w
1970-2015_gress_29	1929-1965_gress_388	4.0	comment	alexandra_w
1970-2015_gress_29	1970-2015_gress_182	4.0	comment	titare
1970-2015_gress_20	1929-1965_gress_51	1.0	comment	titare
1970-2015_gress_20	1929-1965_gress_399	4.0	comment	HelleBol
1970-2015_gress_20	1970-2015_gress_19	4.0	comment	HelleBol
1970-2015_gress_20	1970-2015_gress_29	4.0	comment	HelleBol
1970-2015_gress_20	1970-2015_gress_222	4.0	comment	titare
1970-2015_gress_20	1929-1965_gress_438	4.0	comment	HelleBol
1970-2015_gress_20	1970-2015_gress_29	4.0	comment	alexandra_w
1970-2015_gress_20	1929-1965_gress_128	4.0	comment	HelleBol
1929-1965_gress_128	1929-1965_gress_378	4.0	comment	alexandra_w
1929-1965_gress_128	1970-2015_gress_182	4.0	comment	HelleBol
1929-1965_gress_128	1929-1965_gress_225	4.0	comment	alexandra_w
1929-1965_gress_128	1970-2015_gress_171	4.0	comment	HelleBol
1929-1965_gress_128	1929-1965_gress_415	4.0	comment	HelleBol
1929-1965_gress_128	1929-1965_gress_225	4.0	comment	titare
1929-1965_gress_128	1929-1965_gress_51	1.0	comment	titare
1929-1965_gress_128	1970-2015_gress_2	4.0	comment	HelleBol
1929-1965_gress_128	1929-1965_gress_438	4.0	comment	titare
1929-1965_gress_128	1970-2015_gress_2	4.0	comment	alexandra_w
1929-1965_gress_128	1970-2015_gress_171	4.0	comment	alexandra_w
1929-1965_gress_128	1929-1965_gress_415	4.0	comment	titare
1929-1965_gress_128	1970-2015_gress_222	4.0	comment	HelleBol
1929-1965_gress_128	1929-1965_gress_399	4.0	comment	HelleBol
1970-2015_gress_2	1970-2015_gress_171	4.0	comment	alexandra_w
1970-2015_gress_2	1970-2015_gress_20	4.0	comment	titare
1970-2015_gress_2	1970-2015_gress_19	4.0	comment	titare
1970-2015_gress_2	1929-1965_gress_342	4.0	comment	HelleBol
1970-2015_gress_2	1970-2015_gress_98	4.0	comment	HelleBol
1970-2015_gress_2	1929-1965_gress_141	4.0	comment	titare
1970-2015_gress_2	1929-1965_gress_128	4.0	comment	titare
1970-2015_gress_2	1970-2015_gress_19	4.0	comment	HelleBol
1970-2015_gress_2	1929-1965_gress_415	4.0	comment	HelleBol
1970-2015_gress_2	1970-2015_gress_182	4.0	comment	alexandra_w
1970-2015_gress_2	1929-1965_gress_388	4.0	comment	titare
1970-2015_gress_2	1970-2015_gress_20	4.0	comment	HelleBol
1970-2015_gress_2	1970-2015_gress_164	4.0	comment	HelleBol
1970-2015_gress_2	1970-2015_gress_20	4.0	comment	alexandra_w
1970-2015_gress_2	1970-2015_gress_172	4.0	comment	titare
1970-2015_gress_2	1929-1965_gress_342	4.0	comment	alexandra_w
1970-2015_gress_2	1929-1965_gress_243	4.0	comment	HelleBol
1970-2015_gress_2	1929-1965_gress_438	0.0	comment	alexandra_w
1970-2015_gress_2	1929-1965_gress_51	4.0	comment	HelleBol
1929-1965_gress_243	1970-2015_gress_2	4.0	comment	titare
1929-1965_gress_243	1970-2015_gress_172	4.0	comment	titare
1929-1965_gress_243	1970-2015_gress_182	4.0	comment	alexandra_w
1929-1965_gress_243	1929-1965_gress_51	4.0	comment	HelleBol
1929-1965_gress_243	1970-2015_gress_20	4.0	comment	titare
1929-1965_gress_243	1970-2015_gress_19	4.0	comment	titare
1929-1965_gress_243	1929-1965_gress_342	3.0	comment	alexandra_w
1929-1965_gress_243	1929-1965_gress_225	4.0	comment	alexandra_w
1929-1965_gress_243	1970-2015_gress_8	4.0	comment	alexandra_w
1929-1965_gress_243	1929-1965_gress_388	4.0	comment	HelleBol
1929-1965_gress_243	1929-1965_gress_51	1.0	comment	titare
1929-1965_gress_243	1929-1965_gress_415	4.0	comment	titare
1929-1965_gress_243	1970-2015_gress_8	4.0	comment	titare
1929-1965_gress_243	1929-1965_gress_399	4.0	comment	alexandra_w
1929-1965_gress_438	1929-1965_gress_51	1.0	comment	titare
1929-1965_gress_438	1970-2015_gress_171	4.0	comment	alexandra_w
1929-1965_gress_438	1970-2015_gress_2	4.0	comment	titare
1929-1965_gress_438	1929-1965_gress_378	4.0	comment	HelleBol
1929-1965_gress_438	1970-2015_gress_172	4.0	comment	titare
1929-1965_gress_438	1929-1965_gress_141	4.0	comment	titare
1929-1965_gress_438	1929-1965_gress_51	4.0	comment	HelleBol
1929-1965_gress_438	1970-2015_gress_172	4.0	comment	HelleBol
1929-1965_gress_438	1970-2015_gress_164	4.0	comment	HelleBol
1929-1965_gress_438	1970-2015_gress_20	4.0	comment	alexandra_w
1929-1965_gress_438	1970-2015_gress_98	4.0	comment	HelleBol
1929-1965_gress_438	1929-1965_gress_415	4.0	comment	alexandra_w
1929-1965_gress_438	1929-1965_gress_342	4.0	comment	HelleBol
1929-1965_gress_438	1970-2015_gress_29	4.0	comment	HelleBol
1929-1965_gress_438	1970-2015_gress_182	4.0	comment	alexandra_w
1929-1965_gress_438	1929-1965_gress_415	4.0	comment	titare
1929-1965_gress_399	1929-1965_gress_388	4.0	comment	alexandra_w
1929-1965_gress_399	1970-2015_gress_8	4.0	comment	alexandra_w
1929-1965_gress_399	1970-2015_gress_19	4.0	comment	alexandra_w
1929-1965_gress_399	1970-2015_gress_164	4.0	comment	alexandra_w
1929-1965_gress_399	1929-1965_gress_51	4.0	comment	HelleBol
1929-1965_gress_399	1929-1965_gress_51	4.0	comment	alexandra_w
1929-1965_gress_399	1970-2015_gress_29	4.0	comment	titare
1929-1965_gress_399	1929-1965_gress_342	4.0	comment	alexandra_w
1929-1965_gress_399	1970-2015_gress_222	4.0	comment	titare
1929-1965_gress_399	1970-2015_gress_19	4.0	comment	titare
1929-1965_gress_399	1929-1965_gress_438	4.0	comment	alexandra_w
1929-1965_gress_399	1929-1965_gress_141	4.0	comment	HelleBol
1929-1965_gress_399	1929-1965_gress_388	4.0	comment	titare
1929-1965_gress_399	1929-1965_gress_378	4.0	comment	HelleBol
1929-1965_gress_399	1929-1965_gress_342	4.0	comment	HelleBol
1929-1965_gress_388	1929-1965_gress_225	4.0	comment	titare
1929-1965_gress_388	1970-2015_gress_20	4.0	comment	alexandra_w
1929-1965_gress_388	1970-2015_gress_8	4.0	comment	titare
1929-1965_gress_388	1970-2015_gress_29	4.0	comment	titare
1929-1965_gress_388	1970-2015_gress_2	4.0	comment	alexandra_w
1929-1965_gress_388	1970-2015_gress_182	4.0	comment	alexandra_w
1929-1965_gress_388	1929-1965_gress_243	4.0	comment	alexandra_w
1929-1965_gress_388	1970-2015_gress_98	4.0	comment	titare
1970-2015_gress_8	1970-2015_gress_164	4.0	comment	titare
1970-2015_gress_8	1970-2015_gress_182	0.0	comment	titare
1970-2015_gress_8	1970-2015_gress_222	4.0	comment	alexandra_w
1970-2015_gress_8	1929-1965_gress_243	4.0	comment	HelleBol
1970-2015_gress_8	1929-1965_gress_225	4.0	comment	titare
1970-2015_gress_8	1929-1965_gress_51	1.0	comment	titare
1970-2015_gress_8	1970-2015_gress_182	4.0	comment	alexandra_w
1970-2015_gress_8	1929-1965_gress_342	4.0	comment	HelleBol
1970-2015_gress_8	1929-1965_gress_399	4.0	comment	HelleBol
1970-2015_gress_8	1929-1965_gress_378	4.0	comment	alexandra_w
1970-2015_gress_8	1970-2015_gress_172	4.0	comment	alexandra_w
1970-2015_gress_8	1929-1965_gress_378	4.0	comment	titare
1970-2015_gress_8	1929-1965_gress_128	4.0	comment	alexandra_w
1970-2015_gress_8	1970-2015_gress_2	4.0	comment	titare
1929-1965_gress_51	1970-2015_gress_164	1.0	comment	titare
1929-1965_gress_51	1929-1965_gress_388	4.0	comment	alexandra_w
1929-1965_gress_51	1929-1965_gress_399	1.0	comment	titare
1929-1965_gress_51	1970-2015_gress_2	1.0	comment	titare
1929-1965_gress_51	1929-1965_gress_388	4.0	comment	HelleBol
1929-1965_gress_51	1970-2015_gress_29	4.0	comment	alexandra_w
1929-1965_gress_51	1970-2015_gress_8	4.0	comment	alexandra_w
1929-1965_gress_51	1970-2015_gress_29	1.0	comment	titare
1929-1965_gress_51	1929-1965_gress_342	4.0	comment	HelleBol
1929-1965_gress_51	1929-1965_gress_378	1.0	comment	titare
1929-1965_gress_51	1970-2015_gress_8	4.0	comment	HelleBol
1929-1965_gress_51	1929-1965_gress_128	4.0	comment	HelleBol
1929-1965_gress_51	1929-1965_gress_141	4.0	comment	alexandra_w
1929-1965_gress_51	1970-2015_gress_20	4.0	comment	HelleBol
1929-1965_gress_51	1970-2015_gress_98	4.0	comment	alexandra_w
1929-1965_gress_51	1929-1965_gress_438	4.0	comment	alexandra_w
1929-1965_gress_51	1970-2015_gress_19	4.0	comment	alexandra_w
1929-1965_gress_51	1929-1965_gress_225	4.0	comment	alexandra_w
1929-1965_gress_51	1970-2015_gress_98	1.0	comment	titare
1970-2015_gress_98	1929-1965_gress_243	4.0	comment	alexandra_w
1970-2015_gress_98	1929-1965_gress_388	0.0	comment	alexandra_w
1970-2015_gress_98	1929-1965_gress_128	4.0	comment	titare
1970-2015_gress_98	1970-2015_gress_164	4.0	comment	titare
1970-2015_gress_98	1929-1965_gress_438	4.0	comment	titare
1970-2015_gress_98	1929-1965_gress_388	4.0	comment	HelleBol
1970-2015_gress_98	1970-2015_gress_19	4.0	comment	alexandra_w
1970-2015_gress_98	1929-1965_gress_225	4.0	comment	titare
1970-2015_gress_98	1929-1965_gress_243	4.0	comment	HelleBol
1970-2015_gress_98	1970-2015_gress_29	4.0	comment	HelleBol
1970-2015_gress_98	1970-2015_gress_20	4.0	comment	titare
1970-2015_gress_98	1970-2015_gress_29	4.0	comment	alexandra_w
1970-2015_gress_98	1970-2015_gress_2	4.0	comment	titare
1970-2015_gress_98	1970-2015_gress_182	4.0	comment	alexandra_w
1970-2015_gress_98	1929-1965_gress_225	4.0	comment	HelleBol
1970-2015_gress_98	1929-1965_gress_399	4.0	comment	HelleBol
1970-2015_gress_98	1970-2015_gress_172	4.0	comment	titare
1929-1965_gress_141	1929-1965_gress_415	4.0	comment	alexandra_w
1929-1965_gress_141	1929-1965_gress_243	4.0	comment	HelleBol
1929-1965_gress_141	1929-1965_gress_399	4.0	comment	alexandra_w
1929-1965_gress_141	1929-1965_gress_399	4.0	comment	titare
1929-1965_gress_141	1929-1965_gress_342	4.0	comment	HelleBol
1929-1965_gress_141	1970-2015_gress_182	4.0	comment	HelleBol
1929-1965_gress_141	1970-2015_gress_8	4.0	comment	alexandra_w
1929-1965_gress_141	1970-2015_gress_164	4.0	comment	alexandra_w
1929-1965_gress_141	1970-2015_gress_171	4.0	comment	titare
1929-1965_gress_141	1970-2015_gress_19	4.0	comment	HelleBol
1929-1965_gress_141	1970-2015_gress_98	4.0	comment	HelleBol
1929-1965_gress_141	1970-2015_gress_8	4.0	comment	titare
1929-1965_gress_141	1929-1965_gress_128	4.0	comment	titare
1929-1965_gress_141	1970-2015_gress_29	4.0	comment	titare
1929-1965_gress_141	1929-1965_gress_225	4.0	comment	titare
1929-1965_gress_141	1970-2015_gress_20	4.0	comment	HelleBol
1929-1965_gress_141	1929-1965_gress_438	4.0	comment	HelleBol
1929-1965_gress_141	1929-1965_gress_388	4.0	comment	HelleBol
1929-1965_gress_141	1929-1965_gress_243	4.0	comment	titare
1929-1965_gress_141	1970-2015_gress_172	4.0	comment	titare
1929-1965_gress_141	1929-1965_gress_415	4.0	comment	HelleBol
1970-2015_gress_19	1929-1965_gress_438	3.0	comment	alexandra_w
1970-2015_gress_19	1970-2015_gress_20	4.0	comment	alexandra_w
1970-2015_gress_19	1929-1965_gress_128	4.0	comment	alexandra_w
1970-2015_gress_19	1970-2015_gress_20	4.0	comment	titare
1970-2015_gress_19	1970-2015_gress_98	4.0	comment	HelleBol
1970-2015_gress_19	1929-1965_gress_399	4.0	comment	HelleBol
1970-2015_gress_19	1929-1965_gress_342	4.0	comment	HelleBol
1970-2015_gress_19	1929-1965_gress_378	4.0	comment	alexandra_w
1970-2015_gress_19	1929-1965_gress_243	4.0	comment	alexandra_w
1970-2015_gress_19	1929-1965_gress_415	4.0	comment	titare
1970-2015_gress_19	1970-2015_gress_172	4.0	comment	HelleBol
1970-2015_gress_19	1970-2015_gress_182	4.0	comment	HelleBol
1970-2015_horisont_56	1929-1965_horisont_177	4.0	comment	alexandra_w
1970-2015_horisont_56	1970-2015_horisont_210	1.0	comment	titare
1970-2015_horisont_56	1970-2015_horisont_205	4.0	comment	HelleBol
1970-2015_horisont_56	1970-2015_horisont_14	4.0	comment	HelleBol
1970-2015_horisont_56	1970-2015_horisont_205	4.0	comment	titare
1970-2015_horisont_56	1970-2015_horisont_120	3.0	comment	HelleBol
1970-2015_horisont_56	1970-2015_horisont_87	3.0	comment	HelleBol
1970-2015_horisont_56	1929-1965_horisont_137	1.0	comment	titare
1970-2015_horisont_56	1970-2015_horisont_14	4.0	comment	titare
1970-2015_horisont_56	1929-1965_horisont_32	4.0	comment	alexandra_w
1970-2015_horisont_56	1970-2015_horisont_74	3.0	comment	HelleBol
1970-2015_horisont_56	1929-1965_horisont_231	4.0	comment	alexandra_w
1970-2015_horisont_56	1929-1965_horisont_137	2.0	comment	HelleBol
1970-2015_horisont_56	1929-1965_horisont_88	4.0	comment	alexandra_w
1970-2015_horisont_56	1970-2015_horisont_44	3.0	comment	HelleBol
1970-2015_horisont_56	1970-2015_horisont_87	1.0	comment	alexandra_w
1970-2015_horisont_56	1929-1965_horisont_32	0.0	comment	HelleBol
1970-2015_horisont_3	1929-1965_horisont_32	0.0	comment	HelleBol
1970-2015_horisont_3	1929-1965_horisont_199	4.0	comment	titare
1970-2015_horisont_3	1970-2015_horisont_74	1.0	comment	alexandra_w
1970-2015_horisont_3	1970-2015_horisont_56	4.0	comment	titare
1970-2015_horisont_3	1929-1965_horisont_133	1.0	comment	titare
1970-2015_horisont_3	1970-2015_horisont_74	1.0	comment	titare
1970-2015_horisont_3	1929-1965_horisont_133	3.0	comment	alexandra_w
1970-2015_horisont_3	1929-1965_horisont_88	4.0	comment	alexandra_w
1970-2015_horisont_3	1929-1965_horisont_172	1.0	comment	titare
1970-2015_horisont_3	1970-2015_horisont_205	4.0	comment	HelleBol
1970-2015_horisont_3	1970-2015_horisont_210	1.0	comment	titare
1970-2015_horisont_3	1929-1965_horisont_172	3.0	comment	alexandra_w
1970-2015_horisont_3	1970-2015_horisont_210	1.0	comment	alexandra_w
1929-1965_horisont_137	1929-1965_horisont_88	1.0	comment	titare
1929-1965_horisont_137	1970-2015_horisont_14	1.0	comment	titare
1929-1965_horisont_137	1929-1965_horisont_231	1.0	comment	titare
1929-1965_horisont_137	1970-2015_horisont_210	0.0	comment	alexandra_w
1929-1965_horisont_137	1970-2015_horisont_44	2.0	comment	HelleBol
1929-1965_horisont_137	1970-2015_horisont_210	1.0	comment	titare
1929-1965_horisont_137	1970-2015_horisont_168	3.0	comment	alexandra_w
1929-1965_horisont_137	1929-1965_horisont_133	4.0	comment	HelleBol
1929-1965_horisont_137	1970-2015_horisont_3	2.0	comment	HelleBol
1929-1965_horisont_137	1929-1965_horisont_172	3.0	comment	alexandra_w
1929-1965_horisont_137	1970-2015_horisont_87	1.0	comment	alexandra_w
1929-1965_horisont_137	1929-1965_horisont_32	0.0	comment	HelleBol
1929-1965_horisont_137	1970-2015_horisont_14	2.0	comment	HelleBol
1929-1965_horisont_137	1970-2015_horisont_210	2.0	comment	HelleBol
1929-1965_horisont_137	1970-2015_horisont_28	1.0	comment	alexandra_w
1929-1965_horisont_137	1929-1965_horisont_32	3.0	comment	alexandra_w
1929-1965_horisont_137	1929-1965_horisont_9	2.0	comment	HelleBol
1970-2015_horisont_44	1970-2015_horisont_205	3.0	comment	HelleBol
1970-2015_horisont_44	1929-1965_horisont_215	0.0	comment	titare
1970-2015_horisont_44	1970-2015_horisont_28	4.0	comment	alexandra_w
1970-2015_horisont_44	1970-2015_horisont_210	4.0	comment	HelleBol
1970-2015_horisont_44	1970-2015_horisont_210	4.0	comment	alexandra_w
1970-2015_horisont_44	1929-1965_horisont_299	1.0	comment	alexandra_w
1970-2015_horisont_44	1929-1965_horisont_9	4.0	comment	HelleBol
1970-2015_horisont_44	1929-1965_horisont_177	3.0	comment	HelleBol
1970-2015_horisont_44	1970-2015_horisont_205	1.0	comment	titare
1970-2015_horisont_44	1929-1965_horisont_199	1.0	comment	titare
1970-2015_horisont_44	1929-1965_horisont_137	1.0	comment	titare
1970-2015_horisont_44	1929-1965_horisont_177	1.0	comment	titare
1970-2015_horisont_44	1929-1965_horisont_32	1.0	comment	alexandra_w
1970-2015_horisont_44	1970-2015_horisont_14	3.0	comment	HelleBol
1970-2015_horisont_44	1970-2015_horisont_168	3.0	comment	HelleBol
1970-2015_horisont_44	1929-1965_horisont_199	0.0	comment	alexandra_w
1929-1965_horisont_231	1970-2015_horisont_28	1.0	comment	titare
1929-1965_horisont_231	1929-1965_horisont_215	4.0	comment	HelleBol
1929-1965_horisont_231	1970-2015_horisont_56	4.0	comment	titare
1929-1965_horisont_231	1970-2015_horisont_205	4.0	comment	titare
1929-1965_horisont_231	1929-1965_horisont_215	4.0	comment	alexandra_w
1929-1965_horisont_231	1970-2015_horisont_210	1.0	comment	titare
1929-1965_horisont_231	1970-2015_horisont_74	3.0	comment	HelleBol
1929-1965_horisont_231	1970-2015_horisont_87	3.0	comment	HelleBol
1929-1965_horisont_231	1970-2015_horisont_168	4.0	comment	alexandra_w
1929-1965_horisont_231	1970-2015_horisont_120	4.0	comment	titare
1929-1965_horisont_231	1970-2015_horisont_44	3.0	comment	HelleBol
1929-1965_horisont_231	1970-2015_horisont_87	1.0	comment	titare
1929-1965_horisont_231	1970-2015_horisont_14	4.0	comment	titare
1929-1965_horisont_231	1929-1965_horisont_137	0.0	comment	alexandra_w
1929-1965_horisont_231	1929-1965_horisont_88	4.0	comment	alexandra_w
1929-1965_horisont_231	1970-2015_horisont_87	2.0	comment	alexandra_w
1929-1965_horisont_231	1929-1965_horisont_199	4.0	comment	titare
1929-1965_horisont_231	1970-2015_horisont_44	1.0	comment	titare
1929-1965_horisont_231	1970-2015_horisont_205	4.0	comment	HelleBol
1929-1965_horisont_231	1970-2015_horisont_74	1.0	comment	titare
1970-2015_horisont_87	1970-2015_horisont_210	4.0	comment	HelleBol
1970-2015_horisont_87	1970-2015_horisont_74	4.0	comment	HelleBol
1970-2015_horisont_87	1929-1965_horisont_32	0.0	comment	HelleBol
1970-2015_horisont_87	1970-2015_horisont_120	1.0	comment	alexandra_w
1970-2015_horisont_87	1929-1965_horisont_137	1.0	comment	titare
1970-2015_horisont_87	1929-1965_horisont_177	3.0	comment	HelleBol
1970-2015_horisont_87	1970-2015_horisont_168	1.0	comment	titare
1970-2015_horisont_87	1929-1965_horisont_172	3.0	comment	alexandra_w
1970-2015_horisont_87	1970-2015_horisont_74	4.0	comment	titare
1970-2015_horisont_87	1970-2015_horisont_210	4.0	comment	alexandra_w
1970-2015_horisont_87	1929-1965_horisont_215	1.0	comment	alexandra_w
