identifier1	identifier2	judgment	comment	annotator	lemma
1980-1990_kjøpepress_7	1980-1990_kjøpepress_5	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_7	1980-1990_kjøpepress_13	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_7	2012-2019_kjøpepress_141	3.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_7	1980-1990_kjøpepress_8	3.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_5	1980-1990_kjøpepress_14	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_5	1980-1990_kjøpepress_13	3.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_5	1980-1990_kjøpepress_8	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_5	2012-2019_kjøpepress_109	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_5	2012-2019_kjøpepress_141	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_5	2012-2019_kjøpepress_141	3.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_5	2012-2019_kjøpepress_97	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_5	1980-1990_kjøpepress_4	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_5	2012-2019_kjøpepress_141	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_97	1980-1990_kjøpepress_12	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_118	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_97	1980-1990_kjøpepress_5	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_206	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_141	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_118	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_141	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_97	1980-1990_kjøpepress_12	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_307	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_97	1980-1990_kjøpepress_12	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_133	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_97	1980-1990_kjøpepress_0	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_118	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_62	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_97	1980-1990_kjøpepress_13	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_97	1980-1990_kjøpepress_9	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_141	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_97	2012-2019_kjøpepress_161	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_97	1980-1990_kjøpepress_1	4.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_10	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_4	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_7	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_7	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_133	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_4	4.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_109	3.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_10	3.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_94	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_13	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_161	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_269	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_62	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_307	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_9	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_62	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_4	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_14	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_109	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_9	4.0	comment	titare	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_5	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_12	1980-1990_kjøpepress_1	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_12	2012-2019_kjøpepress_269	3.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_10	1980-1990_kjøpepress_5	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_10	1980-1990_kjøpepress_8	4.0	comment	titare	kjøpepress
1980-1990_kjøpepress_10	1980-1990_kjøpepress_5	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_10	2012-2019_kjøpepress_97	4.0	comment	titare	kjøpepress
1980-1990_kjøpepress_10	1980-1990_kjøpepress_7	3.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_10	2012-2019_kjøpepress_206	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_10	1980-1990_kjøpepress_7	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_10	1980-1990_kjøpepress_1	4.0	comment	titare	kjøpepress
1980-1990_kjøpepress_10	1980-1990_kjøpepress_13	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_10	1980-1990_kjøpepress_0	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_10	1980-1990_kjøpepress_7	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_10	2012-2019_kjøpepress_269	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_10	2012-2019_kjøpepress_141	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_10	2012-2019_kjøpepress_307	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_10	2012-2019_kjøpepress_161	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_1	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_14	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_94	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_4	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_10	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_12	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_94	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_9	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_109	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_13	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_7	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_1	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_97	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_109	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_141	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_5	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_118	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_9	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_1	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_10	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_14	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_133	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_8	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_97	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	2012-2019_kjøpepress_206	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_7	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_307	1980-1990_kjøpepress_5	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_307	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_0	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_7	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_10	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_118	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_9	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_269	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_118	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_141	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_62	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_1	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_269	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_14	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_141	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_307	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_10	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_12	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_161	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_206	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_13	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_4	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_5	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_9	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	1980-1990_kjøpepress_0	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_161	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_94	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_133	2012-2019_kjøpepress_206	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_269	1980-1990_kjøpepress_8	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_161	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_269	1980-1990_kjøpepress_7	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_97	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_269	1980-1990_kjøpepress_14	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_269	1980-1990_kjøpepress_0	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_307	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_62	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_307	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_206	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_141	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_269	1980-1990_kjøpepress_5	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_97	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_269	1980-1990_kjøpepress_1	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_133	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_269	1980-1990_kjøpepress_0	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_269	1980-1990_kjøpepress_10	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_307	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_118	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_269	1980-1990_kjøpepress_7	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_206	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_269	2012-2019_kjøpepress_141	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_12	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_118	2012-2019_kjøpepress_109	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_118	2012-2019_kjøpepress_141	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_12	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_5	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_12	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_4	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_9	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_14	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_118	2012-2019_kjøpepress_62	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_1	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_5	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_118	2012-2019_kjøpepress_307	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_118	2012-2019_kjøpepress_269	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_13	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_10	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_8	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_8	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_118	1980-1990_kjøpepress_13	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_0	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_161	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_133	4.0	comment	titare	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_9	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_9	1.0	comment	titare	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_133	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_12	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_10	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_133	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_7	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_206	4.0	comment	titare	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_14	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_206	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_5	3.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_13	4.0	comment	titare	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_97	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_118	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_97	4.0	comment	alexandra_w	kjøpepress
1980-1990_kjøpepress_8	2012-2019_kjøpepress_94	4.0	comment	HelleBol	kjøpepress
1980-1990_kjøpepress_8	1980-1990_kjøpepress_12	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_307	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_206	1980-1990_kjøpepress_14	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_206	1980-1990_kjøpepress_8	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_206	1980-1990_kjøpepress_9	1.0	comment	titare	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_62	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_206	1980-1990_kjøpepress_14	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_161	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_133	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_97	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_141	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_206	1980-1990_kjøpepress_9	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_206	1980-1990_kjøpepress_13	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_118	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_269	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_62	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_206	1980-1990_kjøpepress_1	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_206	1980-1990_kjøpepress_12	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_206	1980-1990_kjøpepress_12	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_141	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_206	2012-2019_kjøpepress_109	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_7	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_8	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_8	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_10	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	2012-2019_kjøpepress_141	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_12	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_62	2012-2019_kjøpepress_206	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_0	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_62	2012-2019_kjøpepress_269	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	2012-2019_kjøpepress_269	4.0	comment	titare	kjøpepress
2012-2019_kjøpepress_62	2012-2019_kjøpepress_161	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_9	3.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_62	2012-2019_kjøpepress_118	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_0	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_7	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	2012-2019_kjøpepress_109	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	2012-2019_kjøpepress_307	4.0	comment	HelleBol	kjøpepress
2012-2019_kjøpepress_62	2012-2019_kjøpepress_307	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_13	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_1	4.0	comment	alexandra_w	kjøpepress
2012-2019_kjøpepress_62	1980-1990_kjøpepress_4	1.0	comment	titare	kjøpepress
2012-2019_kode_1971	1980-1990_kode_544	1.0	comment	titare	kode
2012-2019_kode_1971	1980-1990_kode_268	1.0	comment	alexandra_w	kode
2012-2019_kode_1971	2012-2019_kode_2751	3.0	comment	HelleBol	kode
2012-2019_kode_1971	1980-1990_kode_335	2.0	comment	titare	kode
2012-2019_kode_1971	2012-2019_kode_3027	2.0	comment	HelleBol	kode
2012-2019_kode_1971	2012-2019_kode_1280	1.0	comment	HelleBol	kode
2012-2019_kode_1971	1980-1990_kode_335	1.0	comment	HelleBol	kode
2012-2019_kode_1971	1980-1990_kode_79	2.0	comment	alexandra_w	kode
2012-2019_kode_1971	2012-2019_kode_741	2.0	comment	HelleBol	kode
2012-2019_kode_1971	2012-2019_kode_3027	1.0	comment	titare	kode
2012-2019_kode_1971	1980-1990_kode_544	2.0	comment	alexandra_w	kode
2012-2019_kode_1971	1980-1990_kode_544	2.0	comment	HelleBol	kode
2012-2019_kode_1971	2012-2019_kode_2484	2.0	comment	titare	kode
2012-2019_kode_1971	1980-1990_kode_109	2.0	comment	HelleBol	kode
2012-2019_kode_1971	2012-2019_kode_2295	4.0	comment	HelleBol	kode
2012-2019_kode_394	1980-1990_kode_335	2.0	comment	alexandra_w	kode
2012-2019_kode_394	2012-2019_kode_741	4.0	comment	alexandra_w	kode
2012-2019_kode_394	2012-2019_kode_1971	3.0	comment	titare	kode
2012-2019_kode_394	2012-2019_kode_3027	3.0	comment	HelleBol	kode
2012-2019_kode_394	1980-1990_kode_382	2.0	comment	alexandra_w	kode
2012-2019_kode_394	2012-2019_kode_2155	3.0	comment	alexandra_w	kode
2012-2019_kode_394	1980-1990_kode_283	2.0	comment	titare	kode
2012-2019_kode_394	2012-2019_kode_2155	4.0	comment	titare	kode
2012-2019_kode_394	2012-2019_kode_1971	3.0	comment	alexandra_w	kode
2012-2019_kode_394	1980-1990_kode_335	1.0	comment	titare	kode
2012-2019_kode_394	2012-2019_kode_741	4.0	comment	titare	kode
2012-2019_kode_394	2012-2019_kode_1280	1.0	comment	HelleBol	kode
2012-2019_kode_394	1980-1990_kode_36	1.0	comment	titare	kode
2012-2019_kode_394	1980-1990_kode_79	2.0	comment	titare	kode
2012-2019_kode_394	2012-2019_kode_3027	2.0	comment	titare	kode
2012-2019_kode_394	2012-2019_kode_3027	2.0	comment	alexandra_w	kode
2012-2019_kode_394	2012-2019_kode_1971	2.0	comment	HelleBol	kode
1980-1990_kode_109	1980-1990_kode_169	4.0	comment	HelleBol	kode
1980-1990_kode_109	1980-1990_kode_36	3.0	comment	titare	kode
1980-1990_kode_109	2012-2019_kode_2751	1.0	comment	titare	kode
1980-1990_kode_109	1980-1990_kode_544	4.0	comment	alexandra_w	kode
1980-1990_kode_109	2012-2019_kode_3027	4.0	comment	alexandra_w	kode
1980-1990_kode_109	2012-2019_kode_2869	4.0	comment	HelleBol	kode
1980-1990_kode_109	2012-2019_kode_741	2.0	comment	alexandra_w	kode
1980-1990_kode_109	2012-2019_kode_1971	2.0	comment	titare	kode
1980-1990_kode_109	2012-2019_kode_2155	2.0	comment	titare	kode
1980-1990_kode_109	2012-2019_kode_2295	4.0	comment	alexandra_w	kode
1980-1990_kode_169	2012-2019_kode_3644	2.0	comment	titare	kode
1980-1990_kode_169	2012-2019_kode_2155	2.0	comment	titare	kode
1980-1990_kode_169	2012-2019_kode_1280	1.0	comment	HelleBol	kode
1980-1990_kode_169	2012-2019_kode_741	1.0	comment	alexandra_w	kode
1980-1990_kode_169	2012-2019_kode_741	1.0	comment	HelleBol	kode
1980-1990_kode_169	2012-2019_kode_2155	1.0	comment	HelleBol	kode
1980-1990_kode_169	1980-1990_kode_413	1.0	comment	HelleBol	kode
1980-1990_kode_169	2012-2019_kode_2751	1.0	comment	HelleBol	kode
1980-1990_kode_169	1980-1990_kode_268	4.0	comment	HelleBol	kode
1980-1990_kode_169	1980-1990_kode_109	1.0	comment	alexandra_w	kode
1980-1990_kode_169	2012-2019_kode_394	2.0	comment	alexandra_w	kode
1980-1990_kode_169	1980-1990_kode_413	4.0	comment	titare	kode
1980-1990_kode_169	1980-1990_kode_36	1.0	comment	alexandra_w	kode
1980-1990_kode_169	1980-1990_kode_283	3.0	comment	titare	kode
1980-1990_kode_169	2012-2019_kode_2484	2.0	comment	titare	kode
1980-1990_kode_169	1980-1990_kode_544	4.0	comment	titare	kode
1980-1990_kode_169	2012-2019_kode_3644	1.0	comment	HelleBol	kode
1980-1990_kode_169	1980-1990_kode_62	0.0	comment	titare	kode
1980-1990_kode_169	1980-1990_kode_382	4.0	comment	HelleBol	kode
1980-1990_kode_169	2012-2019_kode_2751	2.0	comment	alexandra_w	kode
1980-1990_kode_62	2012-2019_kode_741	3.0	comment	HelleBol	kode
1980-1990_kode_62	1980-1990_kode_36	0.0	comment	titare	kode
1980-1990_kode_62	1980-1990_kode_413	0.0	comment	titare	kode
1980-1990_kode_62	2012-2019_kode_2751	0.0	comment	titare	kode
1980-1990_kode_62	1980-1990_kode_268	0.0	comment	titare	kode
1980-1990_kode_62	1980-1990_kode_544	4.0	comment	alexandra_w	kode
1980-1990_kode_62	2012-2019_kode_741	2.0	comment	alexandra_w	kode
1980-1990_kode_62	2012-2019_kode_3644	2.0	comment	HelleBol	kode
1980-1990_kode_62	1980-1990_kode_268	1.0	comment	alexandra_w	kode
1980-1990_kode_62	2012-2019_kode_2155	0.0	comment	titare	kode
1980-1990_kode_62	2012-2019_kode_1280	1.0	comment	HelleBol	kode
